"Id","groupId","matchId","assists","boosts","damageDealt","DBNOs","headshotKills","heals","killPlace","killPoints","kills","killStreaks","longestKill","maxPlace","numGroups","revives","rideDistance","roadKills","swimDistance","teamKills","vehicleDestroys","walkDistance","weaponsAcquired","winPoints","winPlacePerc"
2333782,918531,30921,0,0,200,2,0,0,21,1000,2,1,4.212,49,49,0,0,0,0,0,0,85.4,4,1500,0.2292
4397682,898459,30460,0,0,100,1,0,1,29,1000,1,1,14.83,25,24,0,0,0,0,0,0,254.8,4,1500,0.2917
1768666,1309925,3977,0,0,300,3,0,0,13,1000,2,2,29.63,21,19,0,0,0,0,0,0,606.5,5,1500,0.4
4394840,770569,27520,0,0,0,0,0,0,36,1050,0,0,0,29,27,0,0,0,0,0,0,4.264,0,1493,0.8214
1921599,543749,22350,0,3,84.27,0,0,8,39,1164,0,0,0,48,44,0,837.9,0,0,0,0,2100,3,1550,0.766
1262242,1230690,37991,0,0,0,0,0,0,66,1000,0,0,0,30,29,0,0,0,0,0,0,182.9,3,1500,0.3448
1369114,2674452,9405,0,3,0,0,0,0,51,1086,0,0,0,86,82,0,0,0,0,0,0,1952,7,1526,0.5647
627739,182254,14076,0,0,100,1,0,0,37,1000,1,1,5.28,49,49,0,0,0,0,0,0,551.5,5,1500,0.5625
2610732,1300835,39553,0,0,69.12,1,0,0,42,995,1,1,10.11,50,49,0,0,0,0,0,0,138.1,3,1500,0.3061
4642818,98812,12203,0,0,345.3,3,0,0,61,1000,0,0,0,27,26,0,0,0,0,3,0,958.5,6,1500,0.4615
2188538,441710,20017,0,7,266.1,0,0,1,10,1175,2,1,12.96,97,94,0,0,0,0,0,0,1203,6,1522,0.8854
4202493,1045229,33779,0,0,96.75,0,0,0,67,1036,0,0,0,44,43,0,0,0,0,0,0,638.2,5,1482,0.3023
4476031,1465530,43307,0,0,131.9,2,0,0,52,985,0,0,0,31,28,0,3888,0,0,0,0,799.5,6,1500,0.5667
4188664,419615,19516,0,0,0,0,0,0,52,1000,0,0,0,48,45,0,0,0,0,0,0,1814,5,1500,0.6383
205259,2563330,687,0,3,201.8,2,2,3,6,975,4,2,106.2,46,45,0,1332,0,7.482,0,0,2706,5,1469,0.9333
5986328,1334875,40345,0,0,29.4,0,0,0,78,1125,0,0,0,28,26,0,0,0,0,0,0,93.55,2,1483,0.1481
4657804,787565,27901,0,2,51.82,0,0,1,49,1113,0,0,0,49,47,0,554.8,0,45.44,0,0,1213,2,1504,0.6042
31361,937230,31361,1,0,29.84,0,0,0,70,1048,0,0,0,47,47,0,0,0,0,0,0,125.7,3,1486,0.2826
3723943,410777,19316,0,0,56.94,0,0,0,70,1020,0,0,0,50,44,0,0,0,0,0,0,52.18,2,1482,0.2041
2868653,878057,29998,0,0,47.3,0,0,0,73,1129,0,0,0,28,28,0,0,0,0,0,0,25.38,1,1446,0.2222
1590649,814762,28520,0,0,0,0,0,0,70,1035,0,0,0,29,27,0,0,0,0,0,0,282.6,2,1506,0.2143
4129670,747470,26998,0,0,100,1,0,0,41,1248,1,1,4.032,32,31,0,0,0,0,0,0,96.98,2,1547,0.1935
3266987,805168,28293,0,0,72,0,0,0,81,1013,0,0,0,96,96,0,0,0,0,0,0,51.9,2,1501,0.1895
684863,905752,3061,1,0,133.6,0,0,11,26,1037,1,1,13.7,29,26,1,0,0,0,0,1,690.2,3,1536,0.6786
4344571,1486901,43801,0,0,34,0,0,0,74,1041,0,0,0,50,48,0,0,0,0,0,0,76.94,1,1495,0.3061
2183384,213395,14794,1,2,210,3,1,2,11,1000,2,1,58.78,23,21,2,0,0,0,0,0,1776,4,1500,0.9545
3281022,1437534,42672,0,0,178.1,0,0,1,36,1161,1,1,16.31,48,48,0,0,0,0,0,0,231.5,4,1533,0.4681
2324771,519380,21767,0,0,100,1,0,0,40,1000,1,1,3.951,27,26,0,0,0,0,0,0,128.3,2,1500,0.1538
5176490,1480281,43656,0,0,140.7,0,0,0,30,1000,1,1,42.06,48,48,0,0,0,0,1,0,829.6,3,1500,0.5532
4531736,1006118,32908,0,2,60.33,0,0,0,51,1221,0,0,0,26,26,0,0,0,0,0,0,1546,3,1533,0.64
381830,1358953,40882,0,5,275.6,1,1,2,9,1121,3,2,32.31,49,48,1,0,0,0,0,0,2859,3,1492,0.8542
1124156,1109298,35225,0,0,0,0,0,0,57,975,0,0,0,29,29,0,4743,0,0,0,0,1563,7,1484,0.75
69408,97232,1216,0,0,24,0,0,0,46,1000,0,0,0,20,20,0,0,0,0,0,0,534.3,5,1500,0.3684
548618,928075,3113,1,1,179.4,1,1,3,25,1009,1,1,34.97,29,29,0,0,0,0,0,0,2994,3,1522,0.8929
4043968,2570115,7030,2,4,801.7,6,0,6,1,1000,6,2,221.6,27,25,0,2783,0,0,0,0,2835,3,1500,1
783482,1043393,33740,0,0,0,0,0,0,80,1034,0,0,0,49,49,0,58.49,0,0,0,0,21.35,0,1512,0.2292
1261968,1218647,37716,0,2,200,2,0,7,24,1000,1,1,2.877,25,23,0,0,0,0,0,0,379.1,4,1500,0.2083
5855977,73985,11650,0,0,100,1,0,0,80,1530,0,0,0,30,28,0,0,0,0,1,0,66.58,4,1517,0.1034
6199871,93102,1207,0,0,200,2,0,0,37,1531,1,1,1.52,50,48,0,0,0,0,0,0,124.2,2,1567,0.1633
1445407,363274,18205,0,1,200,0,1,1,22,1038,2,2,69.8,100,97,0,0,0,0,0,0,305.5,2,1496,0.4141
113776,1565732,45585,3,0,74.82,0,0,0,61,1027,0,0,0,27,25,1,0,0,0,0,0,988.5,4,1506,0.4231
4773686,150861,13393,0,2,104.8,0,0,2,37,1090,1,1,1.349,49,46,0,0,0,0,0,0,192.8,2,1500,0.1458
2650915,101635,12276,1,1,180,1,0,1,59,1000,0,0,0,29,27,1,0,0,0,0,0,1158,4,1500,0.5357
981531,795366,28073,0,0,24,0,0,0,93,1000,0,0,0,96,94,0,0,0,0,0,0,16.41,1,1500,0.0421
5054289,1482041,43701,0,0,0,0,0,0,82,1086,0,0,0,28,26,0,0,0,66.75,0,0,439.4,3,1495,0.1111
5506406,7724,10170,1,5,70,1,0,7,25,970,1,1,1.644,28,28,0,2794,0,0,0,0,1112,4,1459,0.5556
2840507,106667,1239,0,0,0,0,0,3,46,1027,0,0,0,48,47,0,227,0,91.19,0,0,2046,8,1504,0.8723
3946677,1470816,43432,0,0,0,0,0,0,89,1187,0,0,0,99,96,0,0,0,0,0,0,0,0,1529,0.0816
1589172,748596,27024,1,0,220.1,2,0,0,14,1000,2,2,43.79,23,22,0,0,0,0,0,0,533.9,3,1500,0.5
4995564,1640218,47301,0,0,0,0,0,0,79,1000,0,0,0,30,30,0,0,0,0,0,0,29.82,1,1500,0.1724
2609172,1229231,37961,0,0,0,0,0,0,91,1063,0,0,0,28,26,0,0,0,0,0,0,0,0,1498,0
5411687,1232812,38043,1,0,180.6,1,0,0,41,1175,1,1,3.754,29,28,0,0,0,0,0,0,57.72,3,1528,0.0714
1737469,1346525,40601,0,0,125,2,0,0,21,1075,2,1,6.162,29,29,0,0,0,0,0,0,193.4,2,1511,0.1429
5823193,1324231,40100,0,4,517.9,0,2,0,5,1135,5,2,186.5,90,87,0,1267,0,0,0,0,817.1,5,1459,0.6067
3779192,2604965,7816,1,1,39.39,0,0,1,50,1000,0,0,0,28,28,0,0,0,0,0,0,1662,6,1500,0.7407
3123237,334029,17540,0,0,195.4,1,0,0,35,1000,1,1,3.989,47,47,0,0,0,0,0,0,266.9,2,1500,0.3478
5397046,495854,21231,1,1,252.4,3,0,0,12,1247,3,1,20.84,49,49,1,0,0,0,0,0,67.96,2,1503,0.3333
3193878,513655,21636,0,0,0,0,0,0,70,1000,0,0,0,23,23,0,0,0,0,0,0,36.97,1,1500,0.0909
1672690,1463814,43269,0,0,27.21,0,0,0,72,1157,0,0,0,28,26,0,0,0,0,0,0,470.9,6,1479,0.3333
2414816,1539124,44961,0,5,228.5,2,1,9,13,1132,2,2,6.54,46,45,0,0,0,0,0,0,2838,8,1521,0.8444
6039545,1524291,44630,0,2,182.2,1,2,0,2,1287,4,2,243.2,29,29,0,0,0,0,0,0,3090,2,1615,1
437103,790490,27968,0,0,100,1,0,0,38,1021,1,1,2.671,47,46,0,0,0,0,0,0,468.1,3,1500,0.2391
1923135,612266,23907,0,3,123.4,0,0,3,25,1000,1,1,61.4,28,28,0,3142,0,0,0,0,1867,6,1500,0.963
2306835,1137070,3586,0,0,93.85,0,0,0,55,1072,0,0,0,98,95,0,0,0,0,0,0,1082,3,1532,0.6598
787597,1225207,37864,1,2,353.4,1,0,1,17,1480,2,1,24.75,28,28,0,0,0,0,0,0,3227,3,1586,0.6667
12399,106616,12399,1,6,443.2,4,0,6,3,1039,3,2,17.36,28,28,0,1534,0,0,0,0,3919,5,1511,0.9259
1497293,620581,2409,0,0,0,0,0,0,93,1000,0,0,0,97,93,0,0,0,0,0,0,12.99,1,1500,0.0208
3444825,2140392,5863,0,0,0,0,0,0,44,1008,0,0,0,43,40,0,0,0,0,0,0,20.82,0,1509,0.7381
6009561,818503,2860,0,5,217.7,1,0,2,7,1000,2,1,56.42,26,26,0,389.3,0,0,0,0,5389,4,1500,1
4650364,445381,20106,0,0,96.31,0,1,0,28,1078,1,1,0,30,29,0,0,0,0,0,0,2022,4,1521,0.6207
3399917,794626,28056,0,4,237.4,1,0,5,31,1132,1,1,27.34,48,45,0,3789,0,0,0,0,1492,7,1483,0.617
4535205,1164934,36507,0,2,269.8,1,1,1,12,1073,2,1,192.7,28,26,0,379,0,0,0,0,3993,5,1560,0.8519
2407891,1228250,37939,0,0,389.2,3,1,0,11,1093,3,1,28.82,47,45,0,0,0,0,0,0,288.7,6,1452,0.3913
2050463,286386,16473,0,1,139.4,1,1,1,20,996,2,2,46.68,46,46,0,0,0,0,0,0,259.9,2,1477,0.4667
2666141,783183,27803,0,2,150.8,1,0,1,24,1000,1,1,6.091,21,21,0,0,0,0,0,0,681.5,4,1500,0.8
986983,1035895,33561,1,6,652.3,3,2,4,2,1317,6,3,115.6,31,29,0,0,0,0,0,0,1853,6,1486,0.8333
94859,732222,26668,1,2,119.5,1,0,0,32,1048,1,1,8.779,29,28,0,0,0,0,0,0,1794,4,1457,0.75
4204876,1152479,36229,0,0,80.58,0,0,0,71,1101,0,0,0,49,47,0,0,0,0,0,0,223.5,3,1498,0.3542
2579056,2581123,7291,0,1,100,1,0,1,61,1000,0,0,0,50,50,1,0,0,0,0,0,484.7,4,1500,0.4694
5793929,1683389,4826,0,0,152,2,0,0,34,1098,1,1,6.938,28,27,0,0,0,0,0,0,62.57,1,1505,0.0741
928213,1437036,42662,0,0,44.43,0,0,0,58,991,0,0,0,29,28,0,0,0,0,0,0,1657,5,1502,0.6786
2257007,495999,21236,0,2,275,2,0,1,58,1000,0,0,0,17,17,0,0,0,0,0,0,713.4,7,1500,0.125
514652,1201463,37332,0,0,234,2,1,0,36,1055,1,1,0,28,28,0,0,0,0,0,0,475,2,1486,0.3704
4701484,1972723,5479,0,0,98.4,0,0,0,61,1020,0,0,0,25,25,0,615.4,0,0,1,1,1238,1,1510,0.125
5403113,799632,28171,0,0,33.11,0,0,0,70,983,0,0,0,26,24,0,0,0,0,0,0,593.3,3,1488,0.2
2460376,573221,23021,2,4,379,1,1,5,9,1008,2,1,20.28,46,46,0,336.9,0,0,0,0,2422,6,1492,0.9556
4632587,227202,1511,0,5,115,1,0,2,14,1049,2,1,43.71,28,28,1,0,0,0,0,0,2497,4,1500,0.8889
3660615,551415,22535,1,3,364.2,3,1,3,9,981,3,2,3.531,29,29,0,3668,0,0,0,0,1630,5,1479,0.8571
3316000,13246,10287,0,0,0,0,0,0,83,1057,0,0,0,26,23,0,0,0,0,0,0,0,0,1474,0
3055332,277491,16269,2,2,573.8,3,0,2,3,1288,5,2,35.66,27,27,2,0,0,0,0,0,2768,5,1570,0.9615
5965962,152076,13425,0,0,200,2,1,0,47,1206,1,1,2.486,31,30,1,0,0,0,0,0,75.89,2,1499,0.1
5447988,60622,11339,0,0,170.3,0,0,0,58,1175,0,0,0,27,25,0,0,0,0,0,0,373,4,1554,0.4615
5358548,1564138,45545,0,5,30.89,0,0,2,52,983,0,0,0,27,27,1,502.6,0,0,0,0,2761,5,1479,0.6923
5408872,1090369,34792,0,0,0,0,0,0,52,1050,0,0,0,49,46,0,187.2,0,20.75,0,0,1375,2,1530,0.7083
4987722,1263824,38738,0,0,0,0,0,0,69,1162,0,0,0,44,40,0,0,0,0,0,0,566.5,4,1491,0.2093
4185554,279589,16318,0,0,131.2,0,0,0,91,1027,0,0,0,48,47,0,0,0,0,0,0,6.541,1,1481,0.0213
3733377,836109,29005,0,0,61.72,0,0,0,78,1000,0,0,0,26,25,0,0,0,0,0,0,296.5,3,1500,0.12
2656377,347865,17849,2,6,133.5,0,0,6,33,1000,0,0,0,47,41,0,5797,0,301.6,0,0,5246,6,1500,0.9565
2176180,2590483,7495,0,0,0,0,0,0,85,1028,0,0,0,98,96,0,0,0,0,0,0,24.54,1,1497,0.1649
3791508,461629,20469,0,1,147.3,1,1,0,13,1093,2,2,40.72,42,41,0,8658,0,0,0,0,735.3,7,1471,0.7073
5557920,124869,1281,0,2,129.4,0,0,0,14,1179,2,1,134.1,48,48,0,0,0,0,0,0,2302,6,1511,0.9149
5968450,294773,16658,0,2,168.7,0,1,2,35,1000,1,1,229.2,48,46,0,0,0,0,0,0,1449,3,1500,0.5106
1648195,375948,18502,0,0,0,0,0,3,60,1000,0,0,0,48,47,0,0,0,0,0,0,783.5,4,1500,0.4894
2873955,1117965,35427,0,0,184.1,1,0,0,25,1028,1,1,2.683,25,24,0,4121,0,142.5,0,0,1720,7,1505,0.6667
886120,1195432,371,0,0,398.9,2,0,0,7,1000,3,3,11.26,20,20,0,0,0,0,0,0,1907,4,1500,0.7895
5679018,1955937,5443,0,0,139.3,1,0,0,16,1011,2,2,9.831,30,29,0,0,0,0,0,0,310.5,2,1486,0.3793
1795450,924989,31067,0,0,23.6,0,1,0,31,1000,1,1,147.4,97,94,0,0,0,0,0,0,1250,3,1500,0.7083
1375296,249473,15638,0,0,125.8,1,0,0,51,992,1,1,0.9148,29,28,0,0,0,0,0,0,72.59,1,1496,0
5694226,580757,23184,0,0,210,3,1,0,11,1572,3,3,22.4,29,28,0,0,0,0,0,0,109.2,2,1565,0.5
2316348,143465,13229,0,1,100,0,0,0,35,1238,1,1,15.13,46,45,0,0,0,0,0,0,173.3,1,1431,0.1778
4069274,1014126,33082,0,0,0,0,0,0,96,979,0,0,0,28,27,0,0,0,0,0,0,10.79,1,1455,0
635972,542368,22316,0,1,98.04,0,0,0,85,1102,0,0,0,27,26,0,0,0,0,0,0,17.96,1,1513,0
645047,938716,31396,0,1,127,0,0,0,26,949,1,1,6.457,50,49,0,0,0,0,0,0,1279,5,1474,0.8163
159935,597179,23553,0,0,50.45,0,0,0,73,1160,0,0,0,49,44,1,0,0,0,0,0,292,3,1532,0.2917
2270203,1083178,34639,0,0,0,0,0,0,82,980,0,0,0,29,29,0,0,0,0,0,0,22.38,2,1472,0.1786
6110215,199051,14461,1,1,348.2,2,0,5,9,1025,3,1,131.3,28,26,0,2251,0,0,0,0,2577,4,1492,0.8889
1845502,156769,13522,0,0,0,0,0,0,78,996,0,0,0,29,27,0,0,0,0,0,0,279.8,1,1487,0.1786
5264258,2393344,6436,0,0,0,0,0,0,71,981,0,0,0,43,40,0,0,0,0,0,0,260.4,2,1506,0.1667
5649641,1292620,39365,1,3,26.47,0,0,1,24,1075,1,1,21.08,49,47,0,0,0,9.292,0,0,2439,4,1499,0.8125
2125167,615124,23975,0,7,383.6,1,0,4,2,1027,5,2,85.18,46,45,1,894.3,0,0,0,0,2517,3,1500,0.9111
3794128,579326,23149,1,0,133.8,0,0,0,31,1000,1,1,4.438,27,26,0,1962,0,0,0,0,2131,6,1500,0.6538
2122795,510712,21568,0,1,6.522,0,0,0,54,1000,0,0,0,21,21,0,1193,0,0,0,0,290.1,2,1500,0.35
3656537,369462,18353,0,0,85.21,0,0,0,37,1011,1,1,21.52,96,96,0,0,0,0,0,0,85.92,1,1494,0.1474
2785664,151045,13399,0,0,0,0,0,0,92,1180,0,0,0,28,25,0,0,0,0,0,0,39.16,1,1420,0
4602892,1263796,38737,1,3,488.8,4,0,2,4,1306,4,3,39.38,26,23,0,868.1,0,0,0,0,2501,3,1565,0.8
821527,1192746,3713,0,0,43,0,0,0,90,1317,0,0,0,29,28,0,0,0,0,0,0,33.47,1,1549,0.0357
149749,149654,13367,0,6,191.9,2,1,3,17,1033,2,1,125.7,27,27,1,0,0,0,0,0,4054,6,1499,0.8462
5521594,773537,27587,0,2,77.03,1,0,0,46,1003,0,0,0,46,44,0,6012,0,0,0,0,1596,5,1479,0.7556
1178102,501883,21368,0,0,174,0,0,0,56,1000,0,0,0,29,27,1,2306,0,0,0,0,977.7,2,1500,0.4286
1385325,692512,25754,0,0,60.22,1,0,0,30,1001,1,1,3.904,30,28,0,0,0,0,0,0,40.46,1,1492,0.4828
1399911,1341188,40480,0,6,284.5,0,0,1,38,1000,0,0,0,46,43,0,3259,0,0,0,0,2388,7,1500,0.7778
1168294,67246,11494,0,0,200,2,0,0,24,1125,2,1,7.045,49,48,0,0,0,0,0,0,61.73,2,1519,0.25
2246424,23321,10519,0,0,35,0,0,0,71,983,0,0,0,96,96,0,0,0,0,0,0,165.4,3,1472,0.3263
585601,1324504,40104,0,0,0,0,0,0,96,1084,0,0,0,49,48,0,0,0,0,0,0,73.29,1,1511,0
3444970,2204728,6009,0,0,0,0,0,0,60,1000,0,0,0,23,22,1,0,0,0,0,0,373,2,1500,0.2727
5875208,1113146,35307,0,1,152.3,1,0,5,40,985,0,0,0,47,42,1,4084,0,73.96,0,0,2523,4,1479,0.8913
5968596,303065,16849,0,0,23.4,0,0,0,74,1272,0,0,0,27,27,0,1879,0,0,0,0,717,6,1532,0.2692
3801917,929091,31163,0,1,0,0,0,0,77,1026,0,0,0,29,28,0,0,0,0,0,0,132.1,3,1516,0.1786
3947608,1513040,44385,0,1,123.4,0,1,0,38,1000,1,1,1.957,99,94,0,0,0,0,0,0,287.8,3,1500,0.4286
5323544,2045128,5645,3,5,432.9,2,0,1,15,1304,2,1,11.11,30,30,1,0,0,132.5,0,0,3602,6,1550,1
4632366,125687,1283,0,0,100,1,0,0,34,1000,1,1,5.678,23,22,0,0,0,0,0,0,178.2,3,1500,0.1818
994733,1380015,41344,0,0,0,0,0,0,45,1015,0,0,0,50,45,0,0,0,0,0,0,208.9,3,1511,0.8163
4538392,1311207,39810,0,0,0,0,0,0,70,1267,0,0,0,48,47,0,0,0,0,0,0,143.7,2,1566,0.2766
5415028,1401872,41847,0,1,191.6,1,1,0,13,1233,2,1,197.3,46,44,1,4533,0,0,0,0,3611,4,1573,0.9333
1644637,217763,14907,0,5,74.9,2,0,1,17,1000,1,1,49.13,23,22,0,0,0,0,0,0,2126,4,1500,0.9091
1446732,420615,19539,0,0,48.61,0,0,1,81,1000,0,0,0,48,47,0,0,0,0,0,0,853.2,5,1500,0.1915
385744,1531814,44796,0,0,0,0,0,0,60,1169,0,0,0,27,27,0,0,0,0,0,0,1203,4,1495,0.4231
1807028,1442191,42777,0,0,0,0,0,0,78,1000,0,0,0,49,48,0,0,0,0,0,0,200.3,1,1500,0.2292
4116635,158767,13572,0,3,448.1,5,6,1,3,1118,6,2,56.88,30,30,0,0,0,0,0,0,2200,4,1498,0.6552
311347,1257284,38587,1,0,12.96,0,0,0,78,1000,0,0,0,22,22,0,0,0,0,0,0,26.94,1,1500,0
3283007,1526937,44696,0,0,164.7,1,0,0,81,1173,0,0,0,29,29,0,0,0,14.37,0,0,106.7,2,1538,0.1071
4056524,438653,19955,0,0,185.5,4,1,0,8,1000,3,1,57.96,28,27,0,0,0,0,0,0,85.94,3,1500,0.2963
3351223,1600527,46371,1,2,481.8,3,2,4,3,1000,4,1,17.51,22,21,0,0,0,0,0,0,760.9,2,1500,0.7143
5536213,1516843,44469,0,0,0,0,0,0,82,1016,0,0,0,32,31,0,0,0,0,0,0,0.28,0,1475,0.129
3925811,528804,22000,0,0,94.08,0,0,0,77,936,0,0,0,47,46,0,0,0,0,0,0,281.6,1,1479,0.2174
4135268,1000721,32780,0,0,0,0,0,0,62,1046,0,0,0,49,46,0,0,0,0,0,0,242,8,1516,0.4167
1581564,411627,19337,0,2,70.47,0,0,10,42,1000,0,0,0,29,28,0,363.3,0,49.35,0,0,2135,7,1500,0.7857
4962882,72626,11619,1,0,72.36,0,0,0,90,1009,0,0,0,49,47,0,0,0,0,0,0,0,0,1470,0.0625
896078,17342,10383,0,0,79.98,0,0,0,70,1060,0,0,0,25,25,0,0,0,0,0,0,197.3,3,1537,0.2083
1584933,560575,22741,0,0,0,0,0,0,64,1000,0,0,0,21,21,0,0,0,0,0,0,157.4,2,1500,0.05
4596893,988305,32497,1,2,23.22,0,0,4,54,1213,0,0,0,49,46,0,1357,0,0,0,0,549.9,6,1539,0.6042
242898,1245463,38327,0,0,0,0,0,0,56,1004,0,0,0,29,27,0,0,0,0,0,0,65.06,0,1506,0.6429
1537117,1434840,42614,0,0,92.89,0,0,0,73,1037,0,0,0,28,28,0,0,0,0,0,0,947.1,3,1534,0.1481
771157,502165,21375,1,2,555.4,3,2,2,5,1095,5,1,61.76,49,48,1,0,0,0,0,0,1327,3,1505,0.8125
5214532,365680,18265,0,0,307.3,3,3,0,4,1073,4,2,196.4,31,28,0,0,0,28.88,0,0,3233,5,1486,0.8667
4976945,745072,26941,1,1,39.31,0,0,2,51,985,0,0,0,47,47,0,367.4,0,0,0,0,2875,6,1491,0.8043
4836639,91956,12055,0,3,75,0,0,1,30,1000,1,1,8.606,97,95,0,1180,0,47.52,0,0,1300,5,1500,0.7604
688550,2532730,6755,0,0,0,0,0,0,55,1000,0,0,0,49,49,0,1256,0,0,0,0,523.5,4,1500,0.625
517766,1339812,40446,0,0,0,0,0,0,56,1000,0,0,0,25,24,0,0,0,0,0,0,203,0,1500,0.375
2107425,2201920,6002,0,0,100,1,0,0,84,1004,0,0,0,50,49,0,0,0,0,0,0,74.3,2,1495,0.1633
1106609,334130,17542,0,0,323.2,2,0,0,13,1188,3,2,11.16,49,47,0,0,0,0,0,0,95.48,1,1550,0.0833
1980389,164506,13691,0,0,0,0,0,0,83,1120,0,0,0,94,93,0,0,0,0,0,0,11.49,0,1442,0.129
2740459,1118962,35452,0,4,349,0,1,1,5,1120,3,1,158.1,89,86,0,0,0,0,0,0,2722,9,1405,0.9545
570596,663579,25096,0,2,754.9,7,3,4,1,1000,7,3,25.32,27,27,1,914.2,0,0,0,0,1615,3,1500,0.6923
448446,1290280,39311,0,1,23.93,0,0,2,38,985,0,0,0,30,29,1,3542,0,0,0,0,2762,8,1511,0.7931
